Item,Condition,Expectancy,Particle,Context,Start sentence,R-Expression,Particle used,Original particle,unexpected  and unfair,list,generation,model,temperature,seed
12,1,high,RA,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Auch Lisa,Lisa,auch,auch,unexpected,6,"wird ihre Chance nutzen, um offen über ihre Krankheit zu sprechen und gemeinsam mit dem Arbeitgeber nach Möglichkeiten zu suchen, wie sie trotz ihrer gesundheitlichen Einschränkungen weiterhin produktiv im Unternehmen tätig sein kann.",gpt-3.5-turbo-16k,1.0,2
12,2,high,EW,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,1,", die bereits so viele Herausforderungen bewältigen muss, wird nun auch noch mit zusätzlichem Druck konfrontiert.",gpt-3.5-turbo-16k,1.0,2
12,3,high,OH,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Lisa,Lisa,ohne,ohne,unexpected,2," Lisa sollte sich vor dem Gespräch gut darüber informieren, welche Unterstützungsmöglichkeiten es gibt und wie sie diese am besten kommunizieren kann, um ihre berufliche Situation zu verbessern.",gpt-3.5-turbo-16k,1.0,2
12,4,medium,RA,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Auch Lisa,Lisa,auch,auch,unexpected,3,"wird im Evaluationsgespräch die Gelegenheit nutzen, um über ihre Leistung im vergangenen Jahr zu sprechen und ihre persönlichen Ziele und Wünsche für die Zukunft mit ihrem Arbeitgeber zu teilen.",gpt-3.5-turbo-16k,1.0,2
12,5,medium,EW,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,4,"Ausgerechnet Lisa kann zeigen, dass auch trotz ihrer chronischen Krankheit ihre Leistungsfähigkeit und Motivation auf einem hohen Niveau sind.",gpt-3.5-turbo-16k,1.0,2
12,6,medium,OH,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Lisa,Lisa,ohne,ohne,unexpected,5,"zeigt sich optimistisch für ihr Evaluationsgespräch, da sie mit ihrem Arbeitgeber bereits im Vorfeld offene und ehrliche Kommunikation gepflegt hat.",gpt-3.5-turbo-16k,1.0,2
13,1,high,RA,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Nur Holland,Holland ,nur,nur,unexpected,1,hat sich für einen anderen Ansatz entschieden und setzt verstärkt auf Eigenverantwortung der Bürgerinnen und Bürger sowie gezielte Maßnahmen in stark betroffenen Gebieten.,gpt-3.5-turbo-16k,1.0,2
13,2,high,EW,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Ausgerechnet Holland,Holland ,ausgerechnet,ausgerechnet,unexpected,2,"hat sich trotzdem bemüht, die Ausbreitung des Virus einzudämmen und die Bevölkerung zu schützen.",gpt-3.5-turbo-16k,1.0,2
13,3,high,OH,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Holland ,Holland ,ohne,ohne ,unexpected,3,"hat im Vergleich zu anderen europäischen Ländern weniger restriktive Schließungen und Lockdowns verhängt, was zu einer kontroversen Diskussion über die Effektivität dieser Strategie geführt hat.",gpt-3.5-turbo-16k,1.0,2
13,4,medium,RA,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Nur Holland,Holland ,nur,nur,unexpected,4,"hat eine umstrittene Maßnahme eingeführt, die sich auf die Durchführung von Schutzimpfungen beschränkt.",gpt-3.5-turbo-16k,1.0,2
13,5,medium,EW,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Ausgerechnet Holland,Holland ,ausgerechnet,ausgerechnet,unexpected,5,", das bisher als eines der offeneren Länder bekannt war, musste strenge Maßnahmen wie Lockdowns und Maskenpflicht einführen, um die Ausbreitung des Virus einzudämmen.",gpt-3.5-turbo-16k,1.0,2
13,6,medium,OH,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Holland ,Holland ,ohne,ohne ,unexpected,6,"hat ähnlich wie andere europäische Länder restriktive Maßnahmen eingeführt, um die Ausbreitung des Virus einzudämmen.",gpt-3.5-turbo-16k,1.0,2
14,1,high,RA,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Sogar Jonas,Jonas ,sogar,sogar,unexpected,2,"Sogar Jonas erhielt ein glänzendes Gesundheitszeugnis von seinem Arzt, der seine gesunde Lebensweise lobte.",gpt-3.5-turbo-16k,1.0,2
14,2,high,EW,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Gerade Jonas,Jonas ,gerade,gerade,unexpected,3,"hat erfahren, dass sein Blutdruck und sein Cholesterinspiegel im optimalen Bereich liegen.",gpt-3.5-turbo-16k,1.0,2
14,3,high,OH,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Jonas ,Jonas ,ohne,ohne,unexpected,4,Jonas erhielt von seinem Arzt ein Lob für seinen gesunden Lebensstil und wurde als topfit eingestuft.,gpt-3.5-turbo-16k,1.0,2
14,4,medium,RA,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Sogar Jonas,Jonas ,sogar,sogar,unexpected,5,"war überrascht, als der Arzt ihm eine ausgezeichnete Gesundheit bescheinigte und ihm riet, weiterhin regelmäßig Sport zu treiben und sich gesund zu ernähren.",gpt-3.5-turbo-16k,1.0,2
14,5,medium,EW,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Gerade Jonas,Jonas ,gerade,gerade,unexpected,6,hat die positiven Ergebnisse seiner betriebsärztlichen Untersuchung erhalten und fühlt sich bestätigt in seinem gesunden Lebensstil.,gpt-3.5-turbo-16k,1.0,2
14,6,medium,OH,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Jonas ,Jonas ,ohne,ohne,unexpected,1,"war erleichtert, als der Betriebsarzt ihm mitteilte, dass er sich in einem guten gesundheitlichen Zustand befindet und seinen Lebensstil so beibehalten kann.",gpt-3.5-turbo-16k,1.0,2
15,1,high,RA,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,Nur an diesem Tag,an diesem Tag,bloß,bloß,unexpected,3,"muss alles perfekt sein, angefangen von der Präsentation der Gerichte bis hin zum Geschmack. Kevin ist daher besonders nervös und will sicherstellen, dass jeder Handgriff sitzt und kein Fehler passiert.",gpt-3.5-turbo-16k,1.0,2
15,2,high,EW,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,4,"ist Kevin besonders aufgeregt und konzentriert, um sicherzustellen, dass jedes Gericht perfekt und ansprechend präsentiert wird.",gpt-3.5-turbo-16k,1.0,2
15,3,high,OH,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,An diesem Tag,an diesem Tag,ohne,ohne,unexpected,5,"ist Kevin besonders aufgeregt und will unbedingt sein Bestes zeigen, um den Inspektor von seiner Kochkunst zu überzeugen.",gpt-3.5-turbo-16k,1.0,2
15,4,medium,RA,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,Nur an diesem Tag,an diesem Tag,bloß,bloß,unexpected,6,"muss Kevin besonders darauf achten, dass alle Gerichte perfekt zubereitet und pr盲sentiert werden, um einen positiven Eindruck auf die Inspektoren zu machen.",gpt-3.5-turbo-16k,1.0,2
15,5,medium,EW,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,1,"ist Kevin besonders nervös und aufgeregt, da er sich große Hoffnungen auf die Anerkennung durch den Michelin-Stern macht.",gpt-3.5-turbo-16k,1.0,2
15,6,medium,OH,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,An diesem Tag,an diesem Tag,ohne,ohne ,unexpected,2,"An diesem Tag ist Kevin besonders nervös und legt sich besonders ins Zeug, um sicherzustellen, dass jedes Gericht perfekt zubereitet wird und die Präsentation makellos ist.",gpt-3.5-turbo-16k,1.0,2
16,1,high,RA,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Auch dann,dann,auch,auch,unexpected,4,...auch dann behielt Max die Ruhe und Vertrauen in die Ausbildung seines Hundes bei und beide bestanden die Prüfung mit Bravour.,gpt-3.5-turbo-16k,1.0,2
16,2,high,EW,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Genau dann,dann,genau,genau,unexpected,5,"musste Max beweisen, wie gut er und sein Hund als Team zusammenarbeiten können, um die Gehorsamkeitsprüfung erfolgreich zu bestehen.",gpt-3.5-turbo-16k,1.0,2
16,3,high,OH,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Dann,dann,ohne,ohne,unexpected,6,"Dann übte Max mit seinem Hund noch intensiver und konzentrierte sich darauf, alle Tricks und Befehle perfekt zu beherrschen.",gpt-3.5-turbo-16k,1.0,2
16,4,medium,RA,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Auch dann,dann,auch,auch,unexpected,1,"musste Max hart trainieren, um sicherzustellen, dass sein Hund alle Kommandos perfekt beherrschte.",gpt-3.5-turbo-16k,1.0,2
16,5,medium,EW,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Genau dann,dann,genau,genau,unexpected,2,musste Max jedoch eine Dienstreise antreten und konnte nicht an der Prüfung teilnehmen.,gpt-3.5-turbo-16k,1.0,2
16,6,medium,OH,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Dann,dann,ohne,ohne,unexpected,3,"Dann trainierten Max und sein Hund noch intensiver, um sich optimal auf die Prüfung vorzubereiten. Schließlich wollten sie ihr Bestes geben und eine gute Leistung zeigen.",gpt-3.5-turbo-16k,1.0,2
17,1,high,RA,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Nur diese Woche,diese Woche,nur,nur,unexpected,5,", aber in den nächsten Tagen wird es wieder wärmer und der Schnee wird schnell schmelzen.",gpt-3.5-turbo-16k,1.0,2
17,2,high,EW,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Eben diese Woche,diese Woche,eben,eben,unexpected,6,sollten Sie sich daher auf winterliche Straßenverhältnisse einstellen und entsprechende Vorsichtsmaßnahmen treffen.,gpt-3.5-turbo-16k,1.0,2
17,3,high,OH,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Diese Woche,diese Woche,ohne,ohne ,unexpected,1,sollte man sich auf winterliche Straßenverhältnisse einstellen und rechtzeitig Winterreifen montieren lassen.,gpt-3.5-turbo-16k,1.0,2
17,4,medium,RA,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Nur diese Woche,diese Woche,nur,nur,unexpected,2,sollte man also besser auf warme Kleidung und eventuelle Schneeräumung vorbereitet sein.,gpt-3.5-turbo-16k,1.0,2
17,5,medium,EW,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Eben diese Woche,diese Woche,eben,eben,unexpected,3,", erwartet die Stadtverwaltung einen Anstieg der Schneeräumungseinsätze und hat daher bereits zusätzliche Ressourcen mobilisiert.",gpt-3.5-turbo-16k,1.0,2
17,6,medium,OH,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Diese Woche,diese Woche,ohne,ohne ,unexpected,4,"sollte man auf jeden Fall darauf achten, rechtzeitig Winterreifen aufzuziehen und genügend Vorräte für zu Hause einzukaufen.",gpt-3.5-turbo-16k,1.0,2
18,1,high,RA,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Auch diese Münze,diese Münze,auch,auch,unexpected,6,"entpuppte sich als eine Fälschung, die Nora auf den ersten Blick erkannte.",gpt-3.5-turbo-16k,1.0,2
18,2,high,EW,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Ausgerechnet diese Münze,diese Münze,ausgerechnet,ausgerechnet,unexpected,1,"entpuppte sich als Fälschung, die Nora auf den ersten Blick erkannte.",gpt-3.5-turbo-16k,1.0,2
18,3,high,OH,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Diese Münze ,diese Münze,ohne,ohne,unexpected,2,"entpuppte sich jedoch nach genauer Prüfung als Fälschung. Nora konnte anhand ihrer langjährigen Erfahrung sofort erkennen, dass sie nicht echt war.",gpt-3.5-turbo-16k,1.0,2
18,4,medium,RA,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Auch diese Münze,diese Münze,auch,auch,unexpected,3," war Nora bereits bekannt, da sie sich mit dieser speziellen Ausführung bereits intensiv beschäftigt hatte.",gpt-3.5-turbo-16k,1.0,2
18,5,medium,EW,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Ausgerechnet diese Münze,diese Münze,ausgerechnet,ausgerechnet,unexpected,4,"entpuppte sich als Fälschung. Nora erkannte sofort die fehlenden Details und die falsche Prägung, dank ihrer langjährigen Erfahrung als Münzsammlerin.",gpt-3.5-turbo-16k,1.0,2
18,6,medium,OH,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Diese Münze ,diese Münze,ohne,ohne,unexpected,5,"Diese Münze war jedoch eine Fälschung, die Nora aufgrund ihrer Erfahrung sofort erkennen konnte.",gpt-3.5-turbo-16k,1.0,2
19,1,high,RA,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Nur Christian,Christian,nur,nur,unexpected,1,"war zunächst unsicher, ob er die Einladung annehmen sollte, da er noch nie Golf gespielt hatte.",gpt-3.5-turbo-16k,1.0,2
19,2,high,EW,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,2,", der noch nie einen Golfschläger in der Hand gehalten hat! Er fühlt sich unsicher und nervös, aber gleichzeitig auch neugierig und entschlossen, es trotzdem zu versuchen.",gpt-3.5-turbo-16k,1.0,2
19,3,high,OH,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Christian ,Christian,ohne,ohne,unexpected,3,"war zunächst unsicher, ob er sich der Herausforderung stellen sollte, beschloss aber schließlich, die Einladung anzunehmen und sein Glück beim Golfturnier zu versuchen.",gpt-3.5-turbo-16k,1.0,2
19,4,medium,RA,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Nur Christian,Christian,nur,nur,unexpected,4,"wusste, dass er an diesem Tag sein Golfspiel verbessern und seine Freunde beeindrucken wollte.",gpt-3.5-turbo-16k,1.0,2
19,5,medium,EW,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,5,"hatte noch nie Golf gespielt, aber er war bereit, es zu versuchen und sich von seinen Freunden helfen zu lassen.",gpt-3.5-turbo-16k,1.0,2
19,6,medium,OH,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Christian ,Christian,ohne,ohne ,unexpected,6,"packt seine Golfausrüstung zusammen und macht sich auf den Weg zum Golfplatz, um einen spaßigen Tag mit seinen langjährigen Freunden zu verbringen.",gpt-3.5-turbo-16k,1.0,2
20,1,high,RA,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Auch dieses Jahr,dieses Jahr,auch,auch,unexpected,2,wird der Chorvorsitzende wieder klassische Weihnachtslieder für das Konzert auswählen und damit die langjährige Tradition des Kinderchores fortführen.,gpt-3.5-turbo-16k,1.0,2
20,2,high,EW,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Ausgerechnet dieses Jahr,dieses Jahr,ausgerechnet,ausgerechnet,unexpected,3,"hat der Chorvorsitzende beschlossen, auch moderne Weihnachtslieder in das Programm aufzunehmen.",gpt-3.5-turbo-16k,1.0,2
20,3,high,OH,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Dieses Jahr,dieses Jahr,ohne,ohne,unexpected,4,"Dieses Jahr hat der Chorvorsitzende beschlossen, dass neben den klassischen Weihnachtsliedern auch moderne Pop-Songs mit weihnachtlichem Thema im Programm sein werden. Dies sorgt für Diskussionen unter den Chormitgliedern.",gpt-3.5-turbo-16k,1.0,2
20,4,medium,RA,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Auch dieses Jahr,dieses Jahr,auch,auch,unexpected,5,"sind die Kinder voller Begeisterung dabei, neue Lieder einzustudieren und zeigen damit ihr musikalisches Talent und ihre Freude am Singen.",gpt-3.5-turbo-16k,1.0,2
20,5,medium,EW,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Ausgerechnet dieses Jahr,dieses Jahr,ausgerechnet,ausgerechnet,unexpected,6,"möchte der Chorvorsitzende neue und moderne Weihnachtslieder einstudieren, um die Zuhörer zu überraschen und zu begeistern.",gpt-3.5-turbo-16k,1.0,2
20,6,medium,OH,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Dieses Jahr,dieses Jahr,ohne,ohne ,unexpected,1,"wollen wir die klassischen Weihnachtslieder um moderne Pop-Songs ergänzen, um das Repertoire zu erweitern und das Publikum zu überraschen.",gpt-3.5-turbo-16k,1.0,2
21,1,high,RA,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Nur Ruth ,Ruth,nur,nur,unexpected,3,Nur Ruth hat mit so kurzer Erfahrung im Handball bereits ihr erstes Spiel bestritten.,gpt-3.5-turbo-16k,1.0,2
21,2,high,EW,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Gerade Ruth,Ruth,gerade,gerade,unexpected,4,"hatte noch viele Unsicherheiten und ungewohnte Abl盲ufe, aber sie zeigte gro脽en Einsatz und Kampfgeist w盲hrend des Spiels.",gpt-3.5-turbo-16k,1.0,2
21,3,high,OH,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Ruth,Ruth,ohne,ohne ,unexpected,5,"war zunächst besorgt, dass sie nicht mithalten könnte, aber sie überraschte sich selbst, indem sie eine starke Leistung zeigte und sogar ein Tor erzielte.",gpt-3.5-turbo-16k,1.0,2
21,4,medium,RA,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Nur Ruth ,Ruth,nur,nur,unexpected,6,"Nur Ruth war besonders aufgeregt und motiviert, weil sie nach einer langen Verletzung endlich wieder spielen durfte.",gpt-3.5-turbo-16k,1.0,2
21,5,medium,EW,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Gerade Ruth,Ruth,gerade,gerade,unexpected,1,", die als Torfrau spielt, war besonders aufgeregt und motiviert, ihr Bestes zu geben.",gpt-3.5-turbo-16k,1.0,2
21,6,medium,OH,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Ruth,Ruth,ohne,ohne ,unexpected,2,"war besonders motiviert und hatte hart trainiert, um sich gut auf das Spiel vorzubereiten.",gpt-3.5-turbo-16k,1.0,2
22,1,high,RA,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Auch heute,heute ,auch,auch,unexpected,4,"wird Janina wieder mit großer Vorfreude und Aufregung ins Theater gehen, in der Hoffnung, dass das lang ersehnte Stück endlich aufgeführt wird.",gpt-3.5-turbo-16k,1.0,2
22,2,high,EW,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Eben heute,heute ,eben,eben,unexpected,5,"ist Janina besonders aufgeregt und hofft inständig, dass die Aufführung diesmal wirklich stattfindet, damit sie endlich das Theaterstück genießen kann.",gpt-3.5-turbo-16k,1.0,2
22,3,high,OH,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Heute,heute ,ohne,ohne ,unexpected,6,"ist Janina aufgeregt und voller Vorfreude, dass sie endlich das Theaterstück sehen kann, auf das sie sich so lange gefreut hat.",gpt-3.5-turbo-16k,1.0,2
22,4,medium,RA,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Auch heute,heute ,auch,auch,unexpected,1,"ist die Vorfreude bei Janina und ihrem Vater riesengroß, endlich wieder gemeinsam einen Theaterabend zu genießen und in die Welt der Kunst einzutauchen.",gpt-3.5-turbo-16k,1.0,2
22,5,medium,EW,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Eben heute,heute ,eben,eben,unexpected,2,"freuen sie sich darauf, die Vorstellung live und hautnah zu erleben und gemeinsam eine schöne Zeit zu verbringen.",gpt-3.5-turbo-16k,1.0,2
22,6,medium,OH,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Heute,heute ,ohne,ohne ,unexpected,3,"ist Janina besonders aufgeregt und freut sich darauf, endlich wieder kulturelle Veranstaltungen live zu erleben.",gpt-3.5-turbo-16k,1.0,2
