Item,Condition,Expectancy,Particle,Context,Start sentence,R-Expression,Particle used,Original particle,unexpected  and unfair,list,generation,model,temperature,seed
13,4,medium,RA,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Nur Holland,Holland ,nur,nur,unexpected,4,Nur Holland ging bei einigen Maßnahmen einen eigenen Weg.,gpt-5.2-chat-latest,1.0,2
13,5,medium,EW,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Ausgerechnet Holland,Holland ,ausgerechnet,ausgerechnet,unexpected,5,Ausgerechnet Holland hat dabei besonders strenge und umstrittene Maßnahmen eingeführt.,gpt-5.2-chat-latest,1.0,2
13,6,medium,OH,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Holland ,Holland ,ohne,ohne ,unexpected,6,"Holland hat strenge Maßnahmen eingeführt, um die Ausbreitung des Virus einzudämmen.",gpt-5.2-chat-latest,1.0,2
14,1,high,RA,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Sogar Jonas,Jonas ,sogar,sogar,unexpected,2,Sogar Jonas war mit den Untersuchungsergebnissen sehr zufrieden.,gpt-5.2-chat-latest,1.0,2
14,2,high,EW,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Gerade Jonas,Jonas ,gerade,gerade,unexpected,3,Gerade Jonas schnitt bei der Untersuchung besonders gut ab.,gpt-5.2-chat-latest,1.0,2
14,3,high,OH,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Jonas ,Jonas ,ohne,ohne,unexpected,4,Jonas bekam dabei sehr gute Untersuchungsergebnisse.,gpt-5.2-chat-latest,1.0,2
14,4,medium,RA,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Sogar Jonas,Jonas ,sogar,sogar,unexpected,5,Sogar Jonas war von den guten Untersuchungsergebnissen überrascht.,gpt-5.2-chat-latest,1.0,2
14,5,medium,EW,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Gerade Jonas,Jonas ,gerade,gerade,unexpected,6,Gerade Jonas war erleichtert über die guten Untersuchungsergebnisse.,gpt-5.2-chat-latest,1.0,2
14,6,medium,OH,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Jonas ,Jonas ,ohne,ohne,unexpected,1,Jonas erhielt dabei überwiegend gute Untersuchungsergebnisse.,gpt-5.2-chat-latest,1.0,2
15,1,high,RA,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,Nur an diesem Tag,an diesem Tag,bloß,bloß,unexpected,3,Nur an diesem Tag kocht Kevin mit besonders großer Nervosität und höchster Perfektion.,gpt-5.2-chat-latest,1.0,2
15,2,high,EW,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,4,Genau an diesem Tag geht in der Küche plötzlich alles schief.,gpt-5.2-chat-latest,1.0,2
15,3,high,OH,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,An diesem Tag,an diesem Tag,ohne,ohne,unexpected,5,An diesem Tag ist Kevin besonders nervös und gibt sein Bestes in der Küche.,gpt-5.2-chat-latest,1.0,2
15,4,medium,RA,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,Nur an diesem Tag,an diesem Tag,bloß,bloß,unexpected,6,muss alles perfekt sein.,gpt-5.2-chat-latest,1.0,2
15,5,medium,EW,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,1,"Genau an diesem Tag fällt in der Küche der Herd aus, und Kevin muss improvisieren, um die Inspektoren trotzdem zu beeindrucken.",gpt-5.2-chat-latest,1.0,2
15,6,medium,OH,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,An diesem Tag,an diesem Tag,ohne,ohne ,unexpected,2,An diesem Tag ist Kevin besonders nervös und gibt in der Küche sein Bestes.,gpt-5.2-chat-latest,1.0,2
16,1,high,RA,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Auch dann,dann,auch,auch,unexpected,4,Auch dann blieb Max ruhig und vertraute auf die gute Vorbereitung mit seinem Hund.,gpt-5.2-chat-latest,1.0,2
16,2,high,EW,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Genau dann,dann,genau,genau,unexpected,5,Genau dann wurde der Hund krank und die Prüfung musste verschoben werden.,gpt-5.2-chat-latest,1.0,2
16,3,high,OH,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Dann,dann,ohne,ohne,unexpected,6,Dann bestanden Max und sein Hund die Prüfung mit Bravour.,gpt-5.2-chat-latest,1.0,2
16,4,medium,RA,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Auch dann,dann,auch,auch,unexpected,1,"Auch dann übte Max fleißig mit seinem Hund, damit sie die Prüfung bestehen.",gpt-5.2-chat-latest,1.0,2
16,5,medium,EW,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Genau dann,dann,genau,genau,unexpected,2,Genau dann wurde sein Hund krank und konnte nicht teilnehmen.,gpt-5.2-chat-latest,1.0,2
16,6,medium,OH,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Dann,dann,ohne,ohne,unexpected,3,"Dann bereitete sich Max intensiv vor, damit sein Hund die Prüfung besteht.",gpt-5.2-chat-latest,1.0,2
17,1,high,RA,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Nur diese Woche,diese Woche,nur,nur,unexpected,5,Nur diese Woche gilt die Warnung.,gpt-5.2-chat-latest,1.0,2
17,2,high,EW,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Eben diese Woche,diese Woche,eben,eben,unexpected,6,wird mit starkem Schneefall gerechnet.,gpt-5.2-chat-latest,1.0,2
17,3,high,OH,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Diese Woche,diese Woche,ohne,ohne ,unexpected,1,Diese Woche wird es voraussichtlich heftig schneien.,gpt-5.2-chat-latest,1.0,2
17,4,medium,RA,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Nur diese Woche,diese Woche,nur,nur,unexpected,2,Nur diese Woche wird mit starkem Schneefall gerechnet.,gpt-5.2-chat-latest,1.0,2
17,5,medium,EW,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Eben diese Woche,diese Woche,eben,eben,unexpected,3,Eben diese Woche wird mit starkem Schneefall gerechnet.,gpt-5.2-chat-latest,1.0,2
17,6,medium,OH,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Diese Woche,diese Woche,ohne,ohne ,unexpected,4,Diese Woche soll es heftig schneien.,gpt-5.2-chat-latest,1.0,2
18,1,high,RA,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Auch diese Münze,diese Münze,auch,auch,unexpected,6,Auch diese Münze erkannte sie sofort als Fälschung.,gpt-5.2-chat-latest,1.0,2
18,2,high,EW,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Ausgerechnet diese Münze,diese Münze,ausgerechnet,ausgerechnet,unexpected,1,Ausgerechnet diese Münze entpuppte sich jedoch als Fälschung.,gpt-5.2-chat-latest,1.0,2
18,3,high,OH,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Diese Münze ,diese Münze,ohne,ohne,unexpected,2,Diese Münze erwies sich jedoch als einfache Fälschung.,gpt-5.2-chat-latest,1.0,2
18,4,medium,RA,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Auch diese Münze,diese Münze,auch,auch,unexpected,3,Auch diese Münze erkannte sie sofort als sehr wertvoll.,gpt-5.2-chat-latest,1.0,2
18,5,medium,EW,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Ausgerechnet diese Münze,diese Münze,ausgerechnet,ausgerechnet,unexpected,4,erkannte sie sofort als besonders wertvoll.,gpt-5.2-chat-latest,1.0,2
18,6,medium,OH,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Diese Münze ,diese Münze,ohne,ohne,unexpected,5,erkannte sie sofort als Fälschung.,gpt-5.2-chat-latest,1.0,2
19,1,high,RA,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Nur Christian,Christian,nur,nur,unexpected,1,Nur Christian ist Anfänger und hat keine Turniererfahrung.,gpt-5.2-chat-latest,1.0,2
19,2,high,EW,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,2,Ausgerechnet Christian soll nun bei einem Turnier antreten.,gpt-5.2-chat-latest,1.0,2
19,3,high,OH,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Christian ,Christian,ohne,ohne,unexpected,3,"Christian zögert, die Einladung anzunehmen.",gpt-5.2-chat-latest,1.0,2
19,4,medium,RA,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Nur Christian,Christian,nur,nur,unexpected,4,"Nur Christian ist ein wenig nervös, da er noch nie Golf gespielt hat.",gpt-5.2-chat-latest,1.0,2
19,5,medium,EW,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,5,Ausgerechnet Christian hatte noch nie zuvor einen Golfschläger in der Hand.,gpt-5.2-chat-latest,1.0,2
19,6,medium,OH,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Christian ,Christian,ohne,ohne ,unexpected,6,Christian sagt gerne zu und freut sich auf einen schönen Tag auf dem Golfplatz.,gpt-5.2-chat-latest,1.0,2
20,1,high,RA,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Auch dieses Jahr,dieses Jahr,auch,auch,unexpected,2,Auch dieses Jahr entscheidet der Chorvorsitzende allein über das Programm und wählt nur klassische Weihnachtslieder aus.,gpt-5.2-chat-latest,1.0,2
20,2,high,EW,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Ausgerechnet dieses Jahr,dieses Jahr,ausgerechnet,ausgerechnet,unexpected,3,"Ausgerechnet dieses Jahr entscheidet der Chorvorsitzende, moderne Weihnachtslieder ins Programm aufzunehmen.",gpt-5.2-chat-latest,1.0,2
20,3,high,OH,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Dieses Jahr,dieses Jahr,ohne,ohne,unexpected,4,Dieses Jahr entscheidet der Chorvorsitzende sich erneut für ein Programm mit ausschließlich klassischen Weihnachtsliedern.,gpt-5.2-chat-latest,1.0,2
20,4,medium,RA,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Auch dieses Jahr,dieses Jahr,auch,auch,unexpected,5,Auch dieses Jahr möchte der Chor sein Repertoire erweitern und neue Lieder einstudieren.,gpt-5.2-chat-latest,1.0,2
20,5,medium,EW,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Ausgerechnet dieses Jahr,dieses Jahr,ausgerechnet,ausgerechnet,unexpected,6,Ausgerechnet dieses Jahr hat der Chorvorsitzende jedoch wenig Zeit für Experimente.,gpt-5.2-chat-latest,1.0,2
20,6,medium,OH,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Dieses Jahr,dieses Jahr,ohne,ohne ,unexpected,1,Dieses Jahr möchte der Chor sein Repertoire erweitern und neue Lieder ausprobieren.,gpt-5.2-chat-latest,1.0,2
21,1,high,RA,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Nur Ruth ,Ruth,nur,nur,unexpected,3,Nur Ruth hatte erst wenig Spielerfahrung.,gpt-5.2-chat-latest,1.0,2
21,2,high,EW,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Gerade Ruth,Ruth,gerade,gerade,unexpected,4,Gerade Ruth war vor dem Spiel sehr aufgeregt.,gpt-5.2-chat-latest,1.0,2
21,3,high,OH,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Ruth,Ruth,ohne,ohne ,unexpected,5,Ruth hat im Vergleich zu den anderen noch wenig Spielerfahrung.,gpt-5.2-chat-latest,1.0,2
21,4,medium,RA,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Nur Ruth ,Ruth,nur,nur,unexpected,6,Nur Ruth war sehr nervös.,gpt-5.2-chat-latest,1.0,2
21,5,medium,EW,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Gerade Ruth,Ruth,gerade,gerade,unexpected,1,Gerade Ruth war besonders aufgeregt und voller Vorfreude.,gpt-5.2-chat-latest,1.0,2
21,6,medium,OH,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Ruth,Ruth,ohne,ohne ,unexpected,2,Ruth freute sich sehr auf das erste Saisonspiel.,gpt-5.2-chat-latest,1.0,2
22,1,high,RA,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Auch heute,heute ,auch,auch,unexpected,4,"Auch heute ist Janina nervös und hofft, dass die Aufführung nicht wieder abgesagt wird.",gpt-5.2-chat-latest,1.0,2
22,2,high,EW,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Eben heute,heute ,eben,eben,unexpected,5,Eben heute soll die Aufführung nun endlich stattfinden.,gpt-5.2-chat-latest,1.0,2
22,3,high,OH,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Heute,heute ,ohne,ohne ,unexpected,6,"Heute ist sie voller Vorfreude und hofft, dass die Vorstellung endlich stattfindet.",gpt-5.2-chat-latest,1.0,2
22,4,medium,RA,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Auch heute,heute ,auch,auch,unexpected,1,Auch heute ist die Vorfreude bei Janina besonders groß.,gpt-5.2-chat-latest,1.0,2
22,5,medium,EW,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Eben heute,heute ,eben,eben,unexpected,2,Eben heute findet die lang erwartete Aufführung endlich statt.,gpt-5.2-chat-latest,1.0,2
22,6,medium,OH,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Heute,heute ,ohne,ohne ,unexpected,3,Heute gehen sie endlich gemeinsam ins Theater.,gpt-5.2-chat-latest,1.0,2
23,1,high,RA,Lea ist bereits über 20 Jahre mit Hendrik verheiratet. Jedes Wochenende bringt er ihr sehr zuverlässig Blumen mit. ,Sogar dieses Wochenende,dieses Wochenende,sogar,sogar,unexpected,5,brachte er ihr Blumen mit.,gpt-5.2-chat-latest,1.0,2
23,2,high,EW,Lea ist bereits über 20 Jahre mit Hendrik verheiratet. Jedes Wochenende bringt er ihr sehr zuverlässig Blumen mit. ,Ausgerechnet dieses Wochenende,dieses Wochenende,ausgerechnet,ausgerechnet,unexpected,6,Ausgerechnet dieses Wochenende vergisst er die Blumen zum ersten Mal.,gpt-5.2-chat-latest,1.0,2
23,3,high,OH,Lea ist bereits über 20 Jahre mit Hendrik verheiratet. Jedes Wochenende bringt er ihr sehr zuverlässig Blumen mit. ,Dieses Wochenende ,dieses Wochenende,ohne,ohne,unexpected,1,Dieses Wochenende bringt er ihr wieder Blumen mit.,gpt-5.2-chat-latest,1.0,2
23,4,medium,RA,"Lea und Hendrik sind bereits länger zusammen. Hendrik nimmt öfter am Wochenende mal Blumen für Lea mit. Er möchte ihr zeigen, wieviel sie ihm bedeutet. ",Sogar dieses Wochenende,dieses Wochenende,sogar,sogar,unexpected,2,Sogar dieses Wochenende hat er ihr wieder Blumen mitgebracht.,gpt-5.2-chat-latest,1.0,2
23,5,medium,EW,"Lea und Hendrik sind bereits länger zusammen. Hendrik nimmt öfter am Wochenende mal Blumen für Lea mit. Er möchte ihr zeigen, wieviel sie ihm bedeutet. ",Ausgerechnet dieses Wochenende,dieses Wochenende,ausgerechnet,ausgerechnet,unexpected,3,ist der Blumenladen geschlossen.,gpt-5.2-chat-latest,1.0,2
23,6,medium,OH,"Lea und Hendrik sind bereits länger zusammen. Hendrik nimmt öfter am Wochenende mal Blumen für Lea mit. Er möchte ihr zeigen, wieviel sie ihm bedeutet. ",Dieses Wochenende ,dieses Wochenende,ohne,ohne,unexpected,4,Dieses Wochenende überrascht er sie wieder mit einem kleinen Blumenstrauß.,gpt-5.2-chat-latest,1.0,2
24,1,high,RA,"Emmas Herzenswunsch wird erfüllt: 40 Jahre nachdem sie aufgehört haben, kommt ABBA nun mit neuer Musik und mit einem Konzert zurück! Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ",Nur jetzt ,jetzt,nur,nur,unfair,6,"Nur jetzt hofft sie, dass ihr Chef den Urlaub genehmigt.",gpt-5.2-chat-latest,1.0,2
24,2,high,EW,"Emmas Herzenswunsch wird erfüllt: 40 Jahre nachdem sie aufgehört haben, kommt ABBA nun mit neuer Musik und mit einem Konzert zurück! Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ",Gerade jetzt,jetzt,gerade,gerade,unfair,1,"Gerade jetzt kann sie es kaum erwarten, ABBA live zu sehen.",gpt-5.2-chat-latest,1.0,2
24,3,high,OH,"Emmas Herzenswunsch wird erfüllt: 40 Jahre nachdem sie aufgehört haben, kommt ABBA nun mit neuer Musik und mit einem Konzert zurück! Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ",Jetzt,jetzt,ohne,ohne,unfair,2,Jetzt freut sie sich riesig auf das Konzert und zählt die Tage bis dahin.,gpt-5.2-chat-latest,1.0,2
24,4,medium,RA,Emma hat Tickets zum beliebten ABBA-konzert geschenkt bekommen und freut sich bereits auf die Reise. Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ,Nur jetzt ,jetzt,nur,nur,unfair,3,Nur jetzt fehlt noch die Genehmigung ihres Urlaubs.,gpt-5.2-chat-latest,1.0,2
24,5,medium,EW,Emma hat Tickets zum beliebten ABBA-konzert geschenkt bekommen und freut sich bereits auf die Reise. Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ,Gerade jetzt,jetzt,gerade,gerade,unfair,4,Gerade jetzt hofft sie auf eine schnelle Genehmigung.,gpt-5.2-chat-latest,1.0,2
24,6,medium,OH,Emma hat Tickets zum beliebten ABBA-konzert geschenkt bekommen und freut sich bereits auf die Reise. Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ,Jetzt,jetzt,ohne,ohne,unfair,5,Jetzt wartet sie gespannt auf die Genehmigung ihres Urlaubsantrags.,gpt-5.2-chat-latest,1.0,2
25,1,high,RA,"Marco hat sich via Tinder in Robert verliebt. Auf seinem Tinderprofil gibt er an eine seriöse Beziehung zu suchen. Sie schreiben sich täglich. Robert ist nicht nur witzig und clever, sondern auch stinkreich. Sie vereinbaren ein Treffen. ",Auch Robert,Robert,auch,auch,unexpected,1,Auch Robert freut sich auf das erste Treffen und scheint ähnliche Gefühle zu haben.,gpt-5.2-chat-latest,1.0,2
25,2,high,EW,"Marco hat sich via Tinder in Robert verliebt. Auf seinem Tinderprofil gibt er an eine seriöse Beziehung zu suchen. Sie schreiben sich täglich. Robert ist nicht nur witzig und clever, sondern auch stinkreich. Sie vereinbaren ein Treffen. ",Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,2,Ausgerechnet Robert sagt das Treffen in letzter Minute ab.,gpt-5.2-chat-latest,1.0,2
25,3,high,OH,"Marco hat sich via Tinder in Robert verliebt. Auf seinem Tinderprofil gibt er an eine seriöse Beziehung zu suchen. Sie schreiben sich täglich. Robert ist nicht nur witzig und clever, sondern auch stinkreich. Sie vereinbaren ein Treffen. ",Robert,Robert,ohne,ohne,unexpected,3,Robert erscheint pünktlich zum Treffen und entpuppt sich genauso charmant wie in den Nachrichten.,gpt-5.2-chat-latest,1.0,2
25,4,medium,RA,"Marco sucht seine große Liebe via Tinder. Er schaut täglich nach ob er jemanden sieht, der ihm gefällt. Ein Herr mit dem Namen Robert sieht nicht nur hübsch aus, sondern ist auch witzig und clever. Sie vereinbaren ein Treffen.",Auch Robert,Robert,auch,auch,unexpected,4,"Auch Robert freut sich auf das Treffen und ist gespannt, ob die Chemie auch im echten Leben stimmt.",gpt-5.2-chat-latest,1.0,2
25,5,medium,EW,"Marco sucht seine große Liebe via Tinder. Er schaut täglich nach ob er jemanden sieht, der ihm gefällt. Ein Herr mit dem Namen Robert sieht nicht nur hübsch aus, sondern ist auch witzig und clever. Sie vereinbaren ein Treffen.",Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,5,"Ausgerechnet Robert entpuppte sich beim Treffen als der eine Mensch, der Marcos Leben komplett auf den Kopf stellte.",gpt-5.2-chat-latest,1.0,2
25,6,medium,OH,"Marco sucht seine große Liebe via Tinder. Er schaut täglich nach ob er jemanden sieht, der ihm gefällt. Ein Herr mit dem Namen Robert sieht nicht nur hübsch aus, sondern ist auch witzig und clever. Sie vereinbaren ein Treffen.",Robert,Robert,ohne,ohne,unexpected,6,Robert erscheint pünktlich zum Treffen und bringt Marco mit seinem Charme sofort zum Lächeln.,gpt-5.2-chat-latest,1.0,2
26,1,high,RA,Simon bewirbt sich auf eine Stelle als Zugführer. Er hat eine lange Ausbildung hinter sich und bei verschiedenen Praktika viel Erfahrung sammeln können. Auf die Stelle bewerben sich allerdings über 30 qualifizierte Kandidaten. ,Nur Simon,Simon,nur,nur,unexpected,2,Nur Simon kann sich am Ende gegen die starke Konkurrenz durchsetzen.,gpt-5.2-chat-latest,1.0,2
26,2,high,EW,Simon bewirbt sich auf eine Stelle als Zugführer. Er hat eine lange Ausbildung hinter sich und bei verschiedenen Praktika viel Erfahrung sammeln können. Auf die Stelle bewerben sich allerdings über 30 qualifizierte Kandidaten. ,Ausgerechnet Simon,Simon,ausgerechnet,ausgerechnet,unexpected,3,Ausgerechnet Simon wird trotz der starken Konkurrenz zum Vorstellungsgespräch eingeladen.,gpt-5.2-chat-latest,1.0,2
