Item,Condition,Expectancy,Particle,Context,Start sentence,R-Expression,Particle used,Original particle,unexpected  and unfair,list,generation,model,temperature,seed
13,4,medium,RA,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Nur Holland,Holland ,nur,nur,unexpected,4,Nur Holland hat dabei einen Sonderweg eingeschlagen.,gpt-5.2-chat-latest,1.0,1
13,5,medium,EW,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Ausgerechnet Holland,Holland ,ausgerechnet,ausgerechnet,unexpected,5,"Ausgerechnet Holland hat besonders strenge Maßnahmen ergriffen, um die Ausbreitung einzudämmen.",gpt-5.2-chat-latest,1.0,1
13,6,medium,OH,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Holland ,Holland ,ohne,ohne ,unexpected,6,"Holland hat umfassende Maßnahmen eingeführt, um die Ausbreitung des Virus einzudämmen.",gpt-5.2-chat-latest,1.0,1
14,1,high,RA,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Sogar Jonas,Jonas ,sogar,sogar,unexpected,2,Sogar Jonas war von den sehr guten Untersuchungsergebnissen überrascht.,gpt-5.2-chat-latest,1.0,1
14,2,high,EW,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Gerade Jonas,Jonas ,gerade,gerade,unexpected,3,Gerade Jonas achtet besonders auf einen gesunden Lebensstil.,gpt-5.2-chat-latest,1.0,1
14,3,high,OH,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Jonas ,Jonas ,ohne,ohne,unexpected,4,Jonas erhielt dabei sehr gute Untersuchungsergebnisse.,gpt-5.2-chat-latest,1.0,1
14,4,medium,RA,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Sogar Jonas,Jonas ,sogar,sogar,unexpected,5,Sogar Jonas war mit den Ergebnissen der Untersuchung sehr zufrieden.,gpt-5.2-chat-latest,1.0,1
14,5,medium,EW,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Gerade Jonas,Jonas ,gerade,gerade,unexpected,6,Gerade Jonas erhielt dabei sehr gute Ergebnisse.,gpt-5.2-chat-latest,1.0,1
14,6,medium,OH,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Jonas ,Jonas ,ohne,ohne,unexpected,1,Jonas erhielt dabei unauffällige Ergebnisse.,gpt-5.2-chat-latest,1.0,1
15,1,high,RA,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,Nur an diesem Tag,an diesem Tag,bloß,bloß,unexpected,3,"Nur an diesem Tag herrscht in der Küche eine besonders angespannte, aber hoffnungsvolle Stimmung.",gpt-5.2-chat-latest,1.0,1
15,2,high,EW,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,4,Genau an diesem Tag gerät in Kevins Küche alles aus dem gewohnten Rhythmus.,gpt-5.2-chat-latest,1.0,1
15,3,high,OH,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,An diesem Tag,an diesem Tag,ohne,ohne,unexpected,5,An diesem Tag gibt sich Kevin besonders viel Mühe und achtet auf jedes noch so kleine Detail.,gpt-5.2-chat-latest,1.0,1
15,4,medium,RA,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,Nur an diesem Tag,an diesem Tag,bloß,bloß,unexpected,6,Nur an diesem Tag herrscht in der Küche besondere Anspannung.,gpt-5.2-chat-latest,1.0,1
15,5,medium,EW,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,1,Genau an diesem Tag ist Kevin besonders nervös und gibt sein Bestes.,gpt-5.2-chat-latest,1.0,1
15,6,medium,OH,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,An diesem Tag,an diesem Tag,ohne,ohne ,unexpected,2,An diesem Tag bereitet sich Kevin besonders sorgfältig vor und arbeitet unter großem Druck.,gpt-5.2-chat-latest,1.0,1
16,1,high,RA,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Auch dann,dann,auch,auch,unexpected,4,"Auch dann blieb Max ruhig und konzentriert, um seinem Hund Sicherheit zu geben.",gpt-5.2-chat-latest,1.0,1
16,2,high,EW,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Genau dann,dann,genau,genau,unexpected,5,Genau dann wurde der Hund krank und Max musste die Prüfung verschieben.,gpt-5.2-chat-latest,1.0,1
16,3,high,OH,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Dann,dann,ohne,ohne,unexpected,6,bestand der Hund die Prüfung mit Bravour.,gpt-5.2-chat-latest,1.0,1
16,4,medium,RA,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Auch dann,dann,auch,auch,unexpected,1,"Auch dann übte Max fleißig mit seinem Hund, um gut vorbereitet zu sein.",gpt-5.2-chat-latest,1.0,1
16,5,medium,EW,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Genau dann,dann,genau,genau,unexpected,2,Genau dann wurde sein Hund krank.,gpt-5.2-chat-latest,1.0,1
16,6,medium,OH,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Dann,dann,ohne,ohne,unexpected,3,Dann musste er gemeinsam mit seinem Hund alle erlernten Übungen vorführen.,gpt-5.2-chat-latest,1.0,1
17,1,high,RA,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Nur diese Woche,diese Woche,nur,nur,unexpected,5,ist mit heftigem Schneefall zu rechnen.,gpt-5.2-chat-latest,1.0,1
17,2,high,EW,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Eben diese Woche,diese Woche,eben,eben,unexpected,6,Eben diese Woche ist daher mit starken Schneefällen zu rechnen.,gpt-5.2-chat-latest,1.0,1
17,3,high,OH,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Diese Woche,diese Woche,ohne,ohne ,unexpected,1,Diese Woche wird es heftig schneien.,gpt-5.2-chat-latest,1.0,1
17,4,medium,RA,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Nur diese Woche,diese Woche,nur,nur,unexpected,2,"soll es heftig schneien, danach beruhigt sich das Wetter wieder.",gpt-5.2-chat-latest,1.0,1
17,5,medium,EW,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Eben diese Woche,diese Woche,eben,eben,unexpected,3,Eben diese Woche wird mit starkem Schneefall gerechnet.,gpt-5.2-chat-latest,1.0,1
17,6,medium,OH,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Diese Woche,diese Woche,ohne,ohne ,unexpected,4,Diese Woche wird daher mit starken Schneefällen gerechnet.,gpt-5.2-chat-latest,1.0,1
18,1,high,RA,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Auch diese Münze,diese Münze,auch,auch,unexpected,6,erkannte sie sofort als wertvoll.,gpt-5.2-chat-latest,1.0,1
18,2,high,EW,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Ausgerechnet diese Münze,diese Münze,ausgerechnet,ausgerechnet,unexpected,1,Ausgerechnet diese Münze entpuppte sich jedoch als Fälschung.,gpt-5.2-chat-latest,1.0,1
18,3,high,OH,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Diese Münze ,diese Münze,ohne,ohne,unexpected,2,Diese Münze erkannte Nora sofort als besonders wertvoll und äußerst selten.,gpt-5.2-chat-latest,1.0,1
18,4,medium,RA,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Auch diese Münze,diese Münze,auch,auch,unexpected,3,erkannte sie dank ihrer Erfahrung sofort als besonders wertvoll.,gpt-5.2-chat-latest,1.0,1
18,5,medium,EW,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Ausgerechnet diese Münze,diese Münze,ausgerechnet,ausgerechnet,unexpected,4,Ausgerechnet diese Münze entpuppte sich jedoch als geschickte Fälschung.,gpt-5.2-chat-latest,1.0,1
18,6,medium,OH,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Diese Münze ,diese Münze,ohne,ohne,unexpected,5,Diese Münze erkannte sie dank ihrer Erfahrung schnell als besonders wertvoll.,gpt-5.2-chat-latest,1.0,1
19,1,high,RA,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Nur Christian,Christian,nur,nur,unexpected,1,Nur Christian hat keinerlei Golferfahrung und fühlt sich unsicher.,gpt-5.2-chat-latest,1.0,1
19,2,high,EW,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,2,Ausgerechnet Christian lässt sich überreden und meldet sich trotz fehlender Erfahrung an.,gpt-5.2-chat-latest,1.0,1
19,3,high,OH,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Christian ,Christian,ohne,ohne,unexpected,3,"Christian ist unsicher, ob er teilnehmen soll, fühlt sich aber von seinen Freunden ermutigt.",gpt-5.2-chat-latest,1.0,1
19,4,medium,RA,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Nur Christian,Christian,nur,nur,unexpected,4,Nur Christian hat bisher noch nie Golf gespielt.,gpt-5.2-chat-latest,1.0,1
19,5,medium,EW,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,5,"Ausgerechnet Christian, der sonst nie Zeit hat, sagt sofort zu.",gpt-5.2-chat-latest,1.0,1
19,6,medium,OH,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Christian ,Christian,ohne,ohne ,unexpected,6,Christian sagt gerne zu und freut sich auf den gemeinsamen Tag.,gpt-5.2-chat-latest,1.0,1
20,1,high,RA,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Auch dieses Jahr,dieses Jahr,auch,auch,unexpected,2,Auch dieses Jahr entscheidet sich der Chorvorsitzende für ausschließlich klassische Weihnachtslieder.,gpt-5.2-chat-latest,1.0,1
20,2,high,EW,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Ausgerechnet dieses Jahr,dieses Jahr,ausgerechnet,ausgerechnet,unexpected,3,Ausgerechnet dieses Jahr entscheidet sich der Chorvorsitzende für moderne Weihnachtslieder.,gpt-5.2-chat-latest,1.0,1
20,3,high,OH,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Dieses Jahr,dieses Jahr,ohne,ohne,unexpected,4,"entscheidet der Chorvorsitzende, zusätzlich moderne Weihnachtslieder ins Programm aufzunehmen.",gpt-5.2-chat-latest,1.0,1
20,4,medium,RA,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Auch dieses Jahr,dieses Jahr,auch,auch,unexpected,5,Auch dieses Jahr stimmt der Chorvorsitzende der Erweiterung des Repertoires zu.,gpt-5.2-chat-latest,1.0,1
20,5,medium,EW,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Ausgerechnet dieses Jahr,dieses Jahr,ausgerechnet,ausgerechnet,unexpected,6,Ausgerechnet dieses Jahr hat der Chorvorsitzende jedoch kaum Zeit für zusätzliche Proben.,gpt-5.2-chat-latest,1.0,1
20,6,medium,OH,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Dieses Jahr,dieses Jahr,ohne,ohne ,unexpected,1,Dieses Jahr möchte der Chor zusätzlich moderne Lieder ins Programm aufnehmen.,gpt-5.2-chat-latest,1.0,1
21,1,high,RA,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Nur Ruth ,Ruth,nur,nur,unexpected,3,Nur Ruth spielte erst seit kurzer Zeit Handball.,gpt-5.2-chat-latest,1.0,1
21,2,high,EW,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Gerade Ruth,Ruth,gerade,gerade,unexpected,4,Gerade Ruth war deshalb noch sehr unerfahren.,gpt-5.2-chat-latest,1.0,1
21,3,high,OH,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Ruth,Ruth,ohne,ohne ,unexpected,5,Ruth ist im Vergleich zu den anderen Spielerinnen noch unerfahren.,gpt-5.2-chat-latest,1.0,1
21,4,medium,RA,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Nur Ruth ,Ruth,nur,nur,unexpected,6,Nur Ruth war sehr nervös und konnte kaum schlafen.,gpt-5.2-chat-latest,1.0,1
21,5,medium,EW,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Gerade Ruth,Ruth,gerade,gerade,unexpected,1,Gerade Ruth war besonders aufgeregt und motiviert.,gpt-5.2-chat-latest,1.0,1
21,6,medium,OH,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Ruth,Ruth,ohne,ohne ,unexpected,2,Ruth war vor dem Anpfiff sehr aufgeregt und motiviert.,gpt-5.2-chat-latest,1.0,1
22,1,high,RA,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Auch heute,heute ,auch,auch,unexpected,4,"Auch heute hofft ihr Vater, dass die Aufführung endlich stattfindet.",gpt-5.2-chat-latest,1.0,1
22,2,high,EW,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Eben heute,heute ,eben,eben,unexpected,5,"Eben heute hofft ihr Vater besonders, dass es diesmal keine Verschiebung mehr gibt.",gpt-5.2-chat-latest,1.0,1
22,3,high,OH,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Heute,heute ,ohne,ohne ,unexpected,6,"Heute hofft ihr Vater, dass die Aufführung endlich stattfindet.",gpt-5.2-chat-latest,1.0,1
22,4,medium,RA,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Auch heute,heute ,auch,auch,unexpected,1,Auch heute gelten noch besondere Hygieneregeln.,gpt-5.2-chat-latest,1.0,1
22,5,medium,EW,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Eben heute,heute ,eben,eben,unexpected,2,Eben heute ist der große Abend endlich gekommen.,gpt-5.2-chat-latest,1.0,1
22,6,medium,OH,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Heute,heute ,ohne,ohne ,unexpected,3,Heute findet die Aufführung endlich statt.,gpt-5.2-chat-latest,1.0,1
23,1,high,RA,Lea ist bereits über 20 Jahre mit Hendrik verheiratet. Jedes Wochenende bringt er ihr sehr zuverlässig Blumen mit. ,Sogar dieses Wochenende,dieses Wochenende,sogar,sogar,unexpected,5,Sogar dieses Wochenende hat er ihr wieder Blumen mitgebracht.,gpt-5.2-chat-latest,1.0,1
23,2,high,EW,Lea ist bereits über 20 Jahre mit Hendrik verheiratet. Jedes Wochenende bringt er ihr sehr zuverlässig Blumen mit. ,Ausgerechnet dieses Wochenende,dieses Wochenende,ausgerechnet,ausgerechnet,unexpected,6,Ausgerechnet dieses Wochenende vergisst er es zum ersten Mal.,gpt-5.2-chat-latest,1.0,1
23,3,high,OH,Lea ist bereits über 20 Jahre mit Hendrik verheiratet. Jedes Wochenende bringt er ihr sehr zuverlässig Blumen mit. ,Dieses Wochenende ,dieses Wochenende,ohne,ohne,unexpected,1,Dieses Wochenende bringt er ihr wieder Blumen mit.,gpt-5.2-chat-latest,1.0,1
23,4,medium,RA,"Lea und Hendrik sind bereits länger zusammen. Hendrik nimmt öfter am Wochenende mal Blumen für Lea mit. Er möchte ihr zeigen, wieviel sie ihm bedeutet. ",Sogar dieses Wochenende,dieses Wochenende,sogar,sogar,unexpected,2,Sogar dieses Wochenende hat er ihr Blumen mitgebracht.,gpt-5.2-chat-latest,1.0,1
23,5,medium,EW,"Lea und Hendrik sind bereits länger zusammen. Hendrik nimmt öfter am Wochenende mal Blumen für Lea mit. Er möchte ihr zeigen, wieviel sie ihm bedeutet. ",Ausgerechnet dieses Wochenende,dieses Wochenende,ausgerechnet,ausgerechnet,unexpected,3,Ausgerechnet dieses Wochenende vergisst er die Blumen zuhause.,gpt-5.2-chat-latest,1.0,1
23,6,medium,OH,"Lea und Hendrik sind bereits länger zusammen. Hendrik nimmt öfter am Wochenende mal Blumen für Lea mit. Er möchte ihr zeigen, wieviel sie ihm bedeutet. ",Dieses Wochenende ,dieses Wochenende,ohne,ohne,unexpected,4,Dieses Wochenende möchte Hendrik Lea mit einem besonders schönen Blumenstrauß überraschen.,gpt-5.2-chat-latest,1.0,1
24,1,high,RA,"Emmas Herzenswunsch wird erfüllt: 40 Jahre nachdem sie aufgehört haben, kommt ABBA nun mit neuer Musik und mit einem Konzert zurück! Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ",Nur jetzt ,jetzt,nur,nur,unfair,6,Nur jetzt kann sie sich diesen lang ersehnten Traum erfüllen.,gpt-5.2-chat-latest,1.0,1
24,2,high,EW,"Emmas Herzenswunsch wird erfüllt: 40 Jahre nachdem sie aufgehört haben, kommt ABBA nun mit neuer Musik und mit einem Konzert zurück! Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ",Gerade jetzt,jetzt,gerade,gerade,unfair,1,"kann sie es kaum erwarten und hofft, dass ihr Urlaub genehmigt wird.",gpt-5.2-chat-latest,1.0,1
24,3,high,OH,"Emmas Herzenswunsch wird erfüllt: 40 Jahre nachdem sie aufgehört haben, kommt ABBA nun mit neuer Musik und mit einem Konzert zurück! Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ",Jetzt,jetzt,ohne,ohne,unfair,2,"Jetzt hofft sie, dass ihr Urlaubsantrag genehmigt wird.",gpt-5.2-chat-latest,1.0,1
24,4,medium,RA,Emma hat Tickets zum beliebten ABBA-konzert geschenkt bekommen und freut sich bereits auf die Reise. Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ,Nur jetzt ,jetzt,nur,nur,unfair,3,hofft sie auf eine schnelle Genehmigung.,gpt-5.2-chat-latest,1.0,1
24,5,medium,EW,Emma hat Tickets zum beliebten ABBA-konzert geschenkt bekommen und freut sich bereits auf die Reise. Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ,Gerade jetzt,jetzt,gerade,gerade,unfair,4,Gerade jetzt hofft sie auf eine schnelle Genehmigung ihres Urlaubsantrags.,gpt-5.2-chat-latest,1.0,1
24,6,medium,OH,Emma hat Tickets zum beliebten ABBA-konzert geschenkt bekommen und freut sich bereits auf die Reise. Gestern hat sie ihren Urlaubsantrag für das Konzert eingereicht. ,Jetzt,jetzt,ohne,ohne,unfair,5,Jetzt hofft sie auf eine schnelle Genehmigung ihres Urlaubsantrags.,gpt-5.2-chat-latest,1.0,1
25,1,high,RA,"Marco hat sich via Tinder in Robert verliebt. Auf seinem Tinderprofil gibt er an eine seriöse Beziehung zu suchen. Sie schreiben sich täglich. Robert ist nicht nur witzig und clever, sondern auch stinkreich. Sie vereinbaren ein Treffen. ",Auch Robert,Robert,auch,auch,unexpected,1,Auch Robert freut sich auf das Treffen und hat große Erwartungen.,gpt-5.2-chat-latest,1.0,1
25,2,high,EW,"Marco hat sich via Tinder in Robert verliebt. Auf seinem Tinderprofil gibt er an eine seriöse Beziehung zu suchen. Sie schreiben sich täglich. Robert ist nicht nur witzig und clever, sondern auch stinkreich. Sie vereinbaren ein Treffen. ",Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,2,Ausgerechnet Robert sagt das Treffen in letzter Minute ab.,gpt-5.2-chat-latest,1.0,1
25,3,high,OH,"Marco hat sich via Tinder in Robert verliebt. Auf seinem Tinderprofil gibt er an eine seriöse Beziehung zu suchen. Sie schreiben sich täglich. Robert ist nicht nur witzig und clever, sondern auch stinkreich. Sie vereinbaren ein Treffen. ",Robert,Robert,ohne,ohne,unexpected,3,Robert erscheint zum Treffen jedoch nicht und meldet sich danach nie wieder.,gpt-5.2-chat-latest,1.0,1
25,4,medium,RA,"Marco sucht seine große Liebe via Tinder. Er schaut täglich nach ob er jemanden sieht, der ihm gefällt. Ein Herr mit dem Namen Robert sieht nicht nur hübsch aus, sondern ist auch witzig und clever. Sie vereinbaren ein Treffen.",Auch Robert,Robert,auch,auch,unexpected,4,"Auch Robert freut sich auf das Treffen und ist gespannt, ob der Funke überspringt.",gpt-5.2-chat-latest,1.0,1
25,5,medium,EW,"Marco sucht seine große Liebe via Tinder. Er schaut täglich nach ob er jemanden sieht, der ihm gefällt. Ein Herr mit dem Namen Robert sieht nicht nur hübsch aus, sondern ist auch witzig und clever. Sie vereinbaren ein Treffen.",Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,5,Ausgerechnet Robert entpuppt sich beim Treffen als Marcos früherer Klassenkamerad.,gpt-5.2-chat-latest,1.0,1
25,6,medium,OH,"Marco sucht seine große Liebe via Tinder. Er schaut täglich nach ob er jemanden sieht, der ihm gefällt. Ein Herr mit dem Namen Robert sieht nicht nur hübsch aus, sondern ist auch witzig und clever. Sie vereinbaren ein Treffen.",Robert,Robert,ohne,ohne,unexpected,6,Robert erscheint pünktlich zum Treffen und bringt Marco mit seinem Charme sofort zum Lächeln.,gpt-5.2-chat-latest,1.0,1
26,1,high,RA,Simon bewirbt sich auf eine Stelle als Zugführer. Er hat eine lange Ausbildung hinter sich und bei verschiedenen Praktika viel Erfahrung sammeln können. Auf die Stelle bewerben sich allerdings über 30 qualifizierte Kandidaten. ,Nur Simon,Simon,nur,nur,unexpected,2,Nur Simon erhält am Ende die Zusage.,gpt-5.2-chat-latest,1.0,1
